ID_Cita,ID_Cliente,ID_Barbero,ID_Servicio,ID_Sede,Fecha,Hora
1055,79,156,203,304,2025-06-22,11:00
1056,5,170,205,305,2025-03-08,13:00
1057,26,184,201,306,2025-08-20,15:00
1058,41,101,203,301,2025-05-27,09:30
1059,61,120,205,302,2025-02-05,10:00
1060,55,135,204,303,2025-09-11,14:30
1061,93,149,201,304,2025-07-08,10:00
1062,13,163,203,305,2025-04-05,12:00
1063,70,181,205,306,2025-01-29,16:00
1064,48,111,201,301,2025-08-26,09:00
1065,69,114,203,302,2025-05-13,13:00
1066,34,138,205,303,2025-02-21,15:00
1067,90,154,204,304,2025-07-24,10:00
1068,98,169,201,305,2025-05-01,14:00
1069,38,187,203,306,2025-02-18,17:00
1070,5,103,205,301,2025-09-03,11:30
1071,17,125,201,302,2025-06-27,10:00
1072,56,143,203,303,2025-03-15,12:30
1073,73,157,205,304,2025-08-10,15:00
1074,4,172,204,305,2025-01-07,11:00
1075,19,183,201,306,2025-06-09,14:00
1076,82,106,203,301,2025-03-26,10:00
1077,40,116,205,302,2025-08-21,12:00
1078,57,132,201,303,2025-05-18,16:00
1079,85,150,203,304,2025-02-25,17:00
1080,95,166,205,305,2025-09-10,09:30
1081,2,185,204,306,2025-07-04,13:00
1082,7,109,201,301,2025-04-07,15:00
1083,28,119,203,301,2025-01-14,10:00
1084,91,141,205,303,2025-06-03,14:00
1085,1,158,201,304,2025-03-24,16:30
1086,33,174,203,305,2025-08-06,10:00
1087,59,189,205,306,2025-05-29,13:00
1088,89,102,204,301,2025-02-02,15:00
1089,46,126,201,302,2025-07-16,11:00
1090,30,135,203,303,2025-04-18,14:00
1091,62,152,205,304,2025-09-23,17:00
1092,75,168,204,305,2025-06-11,09:30
1093,99,182,201,306,2025-03-01,12:00
1094,3,107,203,301,2025-08-27,10:30
1095,49,124,205,302,2025-05-14,14:00
1096,96,145,201,303,2025-02-19,16:00
1097,14,160,203,304,2025-07-19,10:00
1098,80,175,205,305,2025-04-20,13:00
1099,23,186,204,306,2025-09-04,15:00
1100,50,113,201,301,2025-06-08,11:00
1101,87,130,203,302,2025-03-25,14:00
1102,12,142,205,303,2025-08-20,16:00
1103,45,157,201,304,2025-05-05,10:00
1104,78,172,203,305,2025-02-22,12:00
1105,21,188,205,306,2025-09-07,15:00
1106,64,105,204,301,2025-07-13,17:00
1107,94,127,201,302,2025-04-10,10:00
1108,67,134,203,303,2025-01-28,14:00
1109,83,153,205,304,2025-06-20,16:30
1110,39,170,201,305,2025-03-03,11:00
1111,72,185,203,306,2025-08-28,13:00
1112,4,108,205,301,2025-05-16,10:00
1113,26,117,204,302,2025-02-07,14:00
1114,81,141,201,303,2025-09-12,16:00
1115,18,160,203,304,2025-06-29,10:00
1116,91,175,205,305,2025-03-28,12:30
1117,54,190,201,306,2025-08-15,15:00
1118,63,110,203,301,2025-05-02,09:30
1119,5,129,205,302,2025-02-10,13:00
1120,40,144,204,303,2025-09-01,15:00
1121,79,161,201,305,2025-07-06,11:00
1122,22,176,203,306,2025-04-09,14:00
1123,43,189,205,306,2025-01-18,17:00
1124,66,101,201,301,2025-08-24,10:00
1125,7,121,203,302,2025-05-11,12:00
1126,98,136,205,303,2025-02-08,14:30
1127,11,150,204,304,2025-07-28,10:00
1128,8,166,201,305,2025-04-14,16:00
1129,32,183,203,306,2025-01-20,11:00
1130,49,106,205,301,2025-06-23,15:00
1131,87,125,201,302,2025-03-31,10:00
1132,15,142,203,303,2025-08-18,13:00
1133,56,157,205,304,2025-05-12,16:00
1134,83,172,204,305,2025-02-16,10:30
1135,29,187,201,306,2025-07-21,14:00
1136,75,109,203,301,2025-04-26,17:00
1137,96,122,205,302,2025-01-30,11:00
1138,50,137,201,303,2025-06-24,14:00
1139,36,152,203,304,2025-03-16,10:00
1140,84,168,205,305,2025-08-11,12:00
1141,92,185,204,306,2025-05-09,15:00
1142,6,112,201,301,2025-02-04,09:30
1143,23,130,203,302,2025-09-09,13:00
1144,48,140,205,303,2025-06-01,16:00
1145,1,154,201,304,2025-03-27,10:00
1146,80,165,203,305,2025-08-22,12:30
1147,58,181,205,306,2025-05-15,15:00
1148,46,107,204,301,2025-02-24,11:00
1149,63,116,201,302,2025-09-18,14:00
1150,91,139,203,303,2025-06-04,10:00
1151,14,159,205,304,2025-03-29,16:30
1152,77,174,201,305,2025-08-25,11:00
1153,99,188,203,306,2025-05-10,13:00
1154,27,102,205,301,2025-02-15,15:00
1155,59,127,204,302,2025-07-23,10:30
1156,7,133,201,303,2025-04-20,14:00
1157,30,150,203,304,2025-01-08,16:00
1158,82,166,205,305,2025-06-26,17:00
1159,45,182,201,306,2025-03-04,09:30
1160,54,105,203,301,2025-08-29,13:00
1161,2,119,205,301,2025-05-24,15:00
1162,94,141,204,303,2025-02-09,10:00
1163,65,156,201,304,2025-07-17,14:00
1164,88,173,203,305,2025-04-22,16:00
1165,17,189,205,306,2025-01-22,11:00
1166,3,109,204,301,2025-06-18,14:30
1167,41,124,201,302,2025-03-27,10:00
1168,76,144,203,303,2025-08-16,12:00
1169,57,159,205,304,2025-05-13,15:00
1170,20,175,201,305,2025-02-10,17:00
1171,90,186,203,306,2025-07-25,10:00
1172,35,110,205,301,2025-04-12,13:00
1173,86,122,204,302,2025-01-25,16:00
1174,13,137,201,303,2025-06-21,11:30
1175,97,153,203,304,2025-03-06,14:00
1176,68,169,205,305,2025-08-01,16:00
1177,55,184,201,306,2025-05-20,09:30
1178,81,103,203,301,2025-02-28,12:00
1179,34,128,205,302,2025-07-10,14:00
1180,93,141,204,303,2025-04-03,17:00
1181,70,157,201,304,2025-01-20,11:00
1182,44,170,203,305,2025-06-12,13:00
1183,16,188,205,306,2025-03-01,15:00
1184,8,104,201,301,2025-08-26,09:00
1185,53,126,203,302,2025-05-11,10:00
1186,21,139,205,303,2025-02-06,14:30
1187,79,161,201,305,2025-07-06,11:00
1188,22,176,203,306,2025-04-09,14:00
1189,43,189,205,306,2025-01-18,17:00
1190,66,101,201,301,2025-08-24,10:00
1191,7,121,203,302,2025-05-11,12:00
1192,98,136,205,303,2025-02-08,14:30
1193,11,150,204,304,2025-07-28,10:00
1194,8,166,201,305,2025-04-14,16:00
1195,32,183,203,306,2025-01-20,11:00
1196,49,106,205,301,2025-06-23,15:00
1197,87,125,201,302,2025-03-31,10:00
1198,15,142,203,303,2025-08-18,13:00
1199,56,157,205,304,2025-05-12,16:00
1200,83,172,204,305,2025-02-16,10:30
1201,29,187,201,306,2025-07-21,14:00
1202,75,109,203,301,2025-04-26,17:00
1203,96,122,205,302,2025-01-30,11:00
1204,50,137,201,303,2025-06-24,14:00
1205,36,152,203,304,2025-03-16,10:00
1206,84,168,205,305,2025-08-11,12:00
1207,92,185,204,306,2025-05-09,15:00
1208,6,112,201,301,2025-02-04,09:30
1209,23,130,203,302,2025-09-09,13:00
1210,48,140,205,303,2025-06-01,16:00
1211,1,154,201,304,2025-03-27,10:00
1212,80,165,203,305,2025-08-22,12:30
1213,58,181,205,306,2025-05-15,15:00
1214,46,107,204,301,2025-02-24,11:00
1215,63,116,201,302,2025-09-18,14:00
1216,91,139,203,303,2025-06-04,10:00
1217,14,159,205,304,2025-03-29,16:30
1218,77,174,201,305,2025-08-25,11:00
1219,99,188,203,306,2025-05-10,13:00
1220,27,102,205,301,2025-02-15,15:00
1221,59,127,204,302,2025-07-23,10:30
1222,7,133,201,303,2025-04-20,14:00
1223,30,150,203,304,2025-01-08,16:00
1224,82,166,205,305,2025-06-26,17:00
1225,45,182,201,306,2025-03-04,09:30
1226,54,105,203,301,2025-08-29,13:00
1227,2,119,205,301,2025-05-24,15:00
1228,94,141,204,303,2025-02-09,10:00
1229,65,156,201,304,2025-07-17,14:00
1230,88,173,203,305,2025-04-22,16:00
1231,17,189,205,306,2025-01-22,11:00
1232,3,109,204,301,2025-06-18,14:30
1233,41,124,201,302,2025-03-27,10:00
1234,76,144,203,303,2025-08-16,12:00
1235,57,159,205,304,2025-05-13,15:00
1236,20,175,201,305,2025-02-10,17:00
1237,90,186,203,306,2025-07-25,10:00
1238,35,110,205,301,2025-04-12,13:00
1239,86,122,204,302,2025-01-25,16:00
1240,13,137,201,303,2025-06-21,11:30
1241,97,153,203,304,2025-03-06,14:00
1242,68,169,205,305,2025-08-01,16:00
1243,55,184,201,306,2025-05-20,09:30
1244,81,103,203,301,2025-02-28,12:00
1245,34,128,205,302,2025-07-10,14:00
1246,93,141,204,303,2025-04-03,17:00
1247,70,157,201,304,2025-01-20,11:00
1248,44,170,203,305,2025-06-12,13:00
1249,16,188,205,306,2025-03-01,15:00
1250,8,104,201,301,2025-08-26,09:00
1251,53,126,203,302,2025-05-11,10:00
1252,21,139,205,303,2025-02-06,14:30
1253,79,161,201,305,2025-07-06,11:00
1254,22,176,203,306,2025-04-09,14:00
1255,43,189,205,306,2025-01-18,17:00
1256,66,101,201,301,2025-08-24,10:00
1257,7,121,203,302,2025-05-11,12:00
1258,98,136,205,303,2025-02-08,14:30
1259,11,150,204,304,2025-07-28,10:00
1260,8,166,201,305,2025-04-14,16:00
1261,32,183,203,306,2025-01-20,11:00
1262,49,106,205,301,2025-06-23,15:00
1263,87,125,201,302,2025-03-31,10:00
1264,15,142,203,303,2025-08-18,13:00
1265,56,157,205,304,2025-05-12,16:00
1266,83,172,204,305,2025-02-16,10:30
1267,29,187,201,306,2025-07-21,14:00
1268,75,109,203,301,2025-04-26,17:00
1269,96,122,205,302,2025-01-30,11:00
1270,50,137,201,303,2025-06-24,14:00
1271,36,152,203,304,2025-03-16,10:00
1272,84,168,205,305,2025-08-11,12:00
1273,92,185,204,306,2025-05-09,15:00
1274,6,112,201,301,2025-02-04,09:30
1275,23,130,203,302,2025-09-09,13:00
1276,48,140,205,303,2025-06-01,16:00
1277,1,154,201,304,2025-03-27,10:00
1278,80,165,203,305,2025-08-22,12:30
1279,58,181,205,306,2025-05-15,15:00
1280,46,107,204,301,2025-02-24,11:00
1281,63,116,201,302,2025-09-18,14:00
1282,91,139,203,303,2025-06-04,10:00
1283,14,159,205,304,2025-03-29,16:30
1284,77,174,201,305,2025-08-25,11:00
1285,99,188,203,306,2025-05-10,13:00
1286,27,102,205,301,2025-02-15,15:00
1287,59,127,204,302,2025-07-23,10:30
1288,7,133,201,303,2025-04-20,14:00
1289,30,150,203,304,2025-01-08,16:00
1290,82,166,205,305,2025-06-26,17:00
1291,45,182,201,306,2025-03-04,09:30
1292,54,105,203,301,2025-08-29,13:00
1293,2,119,205,301,2025-05-24,15:00
1294,94,141,204,303,2025-02-09,10:00
1295,65,156,201,304,2025-07-17,14:00
1296,88,173,203,305,2025-04-22,16:00
1297,17,189,205,306,2025-01-22,11:00
1298,3,109,204,301,2025-06-18,14:30
1299,41,124,201,302,2025-03-27,10:00
1300,76,144,203,303,2025-08-16,12:00
1301,57,159,205,304,2025-05-13,15:00
1302,20,175,201,305,2025-02-10,17:00
1303,90,186,203,306,2025-07-25,10:00
1304,35,110,205,301,2025-04-12,13:00
1305,86,122,204,302,2025-01-25,16:00
1306,13,137,201,303,2025-06-21,11:30
1307,97,153,203,304,2025-03-06,14:00
1308,68,169,205,305,2025-08-01,16:00
1309,55,184,201,306,2025-05-20,09:30
1310,81,103,203,301,2025-02-28,12:00
1311,34,128,205,302,2025-07-10,14:00
1312,93,141,204,303,2025-04-03,17:00
1313,70,157,201,304,2025-01-20,11:00
1314,44,170,203,305,2025-06-12,13:00
1315,16,188,205,306,2025-03-01,15:00
1316,8,104,201,301,2025-08-26,09:00
1317,53,126,203,302,2025-05-11,10:00
1318,21,139,205,303,2025-02-06,14:30
1319,79,161,201,305,2025-07-06,11:00
1320,22,176,203,306,2025-04-09,14:00
1321,43,189,205,306,2025-01-18,17:00
1322,66,101,201,301,2025-08-24,10:00
1323,7,121,203,302,2025-05-11,12:00
1324,98,136,205,303,2025-02-08,14:30
1325,11,150,204,304,2025-07-28,10:00
1326,8,166,201,305,2025-04-14,16:00
1327,32,183,203,306,2025-01-20,11:00
1328,49,106,205,301,2025-06-23,15:00
1329,87,125,201,302,2025-03-31,10:00
1330,15,142,203,303,2025-08-18,13:00
1331,56,157,205,304,2025-05-12,16:00
1332,83,172,204,305,2025-02-16,10:30
1333,29,187,201,306,2025-07-21,14:00
1334,75,109,203,301,2025-04-26,17:00
1335,96,122,205,302,2025-01-30,11:00
1336,50,137,201,303,2025-06-24,14:00
1337,36,152,203,304,2025-03-16,10:00
1338,84,168,205,305,2025-08-11,12:00
1339,92,185,204,306,2025-05-09,15:00
1340,6,112,201,301,2025-02-04,09:30
1341,23,130,203,302,2025-09-09,13:00
1342,48,140,205,303,2025-06-01,16:00
1343,1,154,201,304,2025-03-27,10:00
1344,80,165,203,305,2025-08-22,12:30
1345,58,181,205,306,2025-05-15,15:00
1346,46,107,204,301,2025-02-24,11:00
1347,63,116,201,302,2025-09-18,14:00
1348,91,139,203,303,2025-06-04,10:00
1349,14,159,205,304,2025-03-29,16:30
1350,77,174,201,305,2025-08-25,11:00
1351,99,188,203,306,2025-05-10,13:00
1352,27,102,205,301,2025-02-15,15:00
1353,59,127,204,302,2025-07-23,10:30
1354,7,133,201,303,2025-04-20,14:00
1355,30,150,203,304,2025-01-08,16:00
1356,82,166,205,305,2025-06-26,17:00
1357,45,182,201,306,2025-03-04,09:30
1358,54,105,203,301,2025-08-29,13:00
1359,2,119,205,301,2025-05-24,15:00
1360,94,141,204,303,2025-02-09,10:00
1361,65,156,201,304,2025-07-17,14:00
1362,88,173,203,305,2025-04-22,16:00
1363,17,189,205,306,2025-01-22,11:00
1364,3,109,204,301,2025-06-18,14:30
1365,41,124,201,302,2025-03-27,10:00
1366,76,144,203,303,2025-08-16,12:00
1367,57,159,205,304,2025-05-13,15:00
1368,20,175,201,305,2025-02-10,17:00
1369,90,186,203,306,2025-07-25,10:00
1370,35,110,205,301,2025-04-12,13:00
1371,86,122,204,302,2025-01-25,16:00
1372,13,137,201,303,2025-06-21,11:30
1373,97,153,203,304,2025-03-06,14:00
1374,68,169,205,305,2025-08-01,16:00
1375,55,184,201,306,2025-05-20,09:30
1376,81,103,203,301,2025-02-28,12:00
1377,34,128,205,302,2025-07-10,14:00
1378,93,141,204,303,2025-04-03,17:00
1379,70,157,201,304,2025-01-20,11:00
1380,44,170,203,305,2025-06-12,13:00
1381,16,188,205,306,2025-03-01,15:00
1382,8,104,201,301,2025-08-26,09:00
1383,53,126,203,302,2025-05-11,10:00
1384,21,139,205,303,2025-02-06,14:30
1385,79,161,201,305,2025-07-06,11:00
1386,22,176,203,306,2025-04-09,14:00
1387,43,189,205,306,2025-01-18,17:00
1388,66,101,201,301,2025-08-24,10:00
1389,7,121,203,302,2025-05-11,12:00
1390,98,136,205,303,2025-02-08,14:30
1391,11,150,204,304,2025-07-28,10:00
1392,8,166,201,305,2025-04-14,16:00
1393,32,183,203,306,2025-01-20,11:00
1394,49,106,205,301,2025-06-23,15:00
1395,87,125,201,302,2025-03-31,10:00
1396,15,142,203,303,2025-08-18,13:00
1397,56,157,205,304,2025-05-12,16:00
1398,83,172,204,305,2025-02-16,10:30
1399,29,187,201,306,2025-07-21,14:00
1400,75,109,203,301,2025-04-26,17:00
1401,15,114,205,302,2025-03-01,11:30
1402,78,136,201,303,2025-01-18,10:00
1403,3,151,203,304,2025-06-05,14:00
1404,91,171,201,305,2025-04-20,16:00
1405,4,188,205,306,2025-07-11,12:00
1406,88,109,204,301,2025-02-09,10:30
1407,22,126,201,302,2025-09-08,15:00
1408,60,140,203,303,2025-05-25,09:30
1409,39,155,205,304,2025-08-14,13:00
1410,54,167,201,305,2025-03-29,17:00
1411,73,180,203,306,2025-01-02,11:00
1412,18,102,205,301,2025-07-07,14:30
1413,95,121,204,302,2025-04-16,10:00
1414,6,135,201,303,2025-09-19,16:00
1415,82,159,203,304,2025-02-27,12:00
1416,27,175,205,305,2025-05-31,15:30
1417,45,190,201,306,2025-08-22,11:00
1418,63,107,203,301,2025-03-17,10:00
1419,89,129,205,302,2025-06-25,14:00
1420,1,142,204,303,2025-01-08,16:30
1421,4,158,201,304,2025-08-11,09:00
1422,32,173,203,305,2025-05-09,12:00
1423,59,186,205,306,2025-09-02,15:00
1424,77,104,201,301,2025-02-14,10:00
1425,10,128,203,302,2025-07-15,13:00
1426,86,131,205,303,2025-04-01,16:00
1427,97,146,204,304,2025-09-29,11:30
1428,15,161,201,305,2025-06-06,10:00
1429,57,176,203,306,2025-03-21,14:00
1430,76,189,205,306,2025-08-04,17:00
1431,3,105,201,301,2025-01-24,10:00
1432,20,122,203,302,2025-06-19,13:00
1433,65,137,205,303,2025-04-12,15:00
1434,83,152,204,304,2025-09-05,11:00
1435,29,165,201,305,2025-07-02,12:30
1436,47,180,203,306,2025-04-18,16:00
1437,66,108,205,301,2025-01-13,10:00
1438,84,127,204,302,2025-05-03,14:00
1439,2,141,201,303,2025-09-17,17:00
1440,79,156,203,304,2025-06-22,11:00
1441,5,170,205,305,2025-03-08,13:00
1442,26,184,201,306,2025-08-20,15:00
1443,41,101,203,301,2025-05-27,09:30
1444,61,120,205,302,2025-02-05,10:00
1445,55,135,204,303,2025-09-11,14:30
1446,93,149,201,304,2025-07-08,10:00
1447,13,163,203,305,2025-04-05,12:00
1448,70,181,205,306,2025-01-29,16:00
1449,48,111,201,301,2025-08-26,09:00
1450,69,114,203,302,2025-05-13,13:00
1451,34,138,205,303,2025-02-21,15:00
1452,90,154,204,304,2025-07-24,10:00
1453,98,169,201,305,2025-05-01,14:00
1454,38,187,203,306,2025-02-18,17:00
1455,5,103,205,301,2025-09-03,11:30
1456,17,125,201,302,2025-06-27,10:00
1457,56,143,203,303,2025-03-15,12:30
1458,73,157,205,304,2025-08-10,15:00
1459,4,172,204,305,2025-01-07,11:00
1460,19,183,201,306,2025-06-09,14:00
1461,82,106,203,301,2025-03-26,10:00
1462,40,116,205,302,2025-08-21,12:00
1463,57,132,201,303,2025-05-18,16:00
1464,85,150,203,304,2025-02-25,17:00
1465,95,166,205,305,2025-09-10,09:30
1466,2,185,204,306,2025-07-04,13:00
1467,7,109,201,301,2025-04-07,15:00
1468,28,119,203,301,2025-01-14,10:00
1469,91,141,205,303,2025-06-03,14:00
1470,1,158,201,304,2025-03-24,16:30
1471,33,174,203,305,2025-08-06,10:00
1472,59,189,205,306,2025-05-29,13:00
1473,89,102,204,301,2025-02-02,15:00
1474,46,126,201,302,2025-07-16,11:00
1475,30,135,203,303,2025-04-18,14:00
1476,62,152,205,304,2025-09-23,17:00
1477,75,168,204,305,2025-06-11,09:30
1478,99,182,201,306,2025-03-01,12:00
1479,3,107,203,301,2025-08-27,10:30
1480,49,124,205,302,2025-05-14,14:00
1481,96,145,201,303,2025-02-19,16:00
1482,14,160,203,304,2025-07-19,10:00
1483,80,175,205,305,2025-04-20,13:00
1484,23,186,204,306,2025-09-04,15:00
1485,50,113,201,301,2025-06-08,11:00
1486,87,130,203,302,2025-03-25,14:00
1487,12,142,205,303,2025-08-20,16:00
1488,45,157,201,304,2025-05-05,10:00
1489,78,172,203,305,2025-02-22,12:00
1490,21,188,205,306,2025-09-07,15:00
1491,64,105,204,301,2025-07-13,17:00
1492,94,127,201,302,2025-04-10,10:00
1493,67,134,203,303,2025-01-28,14:00
1494,83,153,205,304,2025-06-20,16:30
1495,39,170,201,305,2025-03-03,11:00
1496,72,185,203,306,2025-08-28,13:00
1497,4,108,205,301,2025-05-16,10:00
1498,26,117,204,302,2025-02-07,14:00
1499,81,141,201,303,2025-09-12,16:00
1500,18,160,203,304,2025-06-29,10:00
1501,91,175,205,305,2025-03-28,12:30
1502,54,190,201,306,2025-08-15,15:00
1503,63,110,203,301,2025-05-02,09:30
1504,5,129,205,302,2025-02-10,13:00
1505,40,144,204,303,2025-09-01,15:00
1506,79,161,201,305,2025-07-06,11:00
1507,22,176,203,306,2025-04-09,14:00
1508,43,189,205,306,2025-01-18,17:00
1509,66,101,201,301,2025-08-24,10:00
1510,7,121,203,302,2025-05-11,12:00
1511,98,136,205,303,2025-02-08,14:30
1512,11,150,204,304,2025-07-28,10:00
1513,8,166,201,305,2025-04-14,16:00
1514,32,183,203,306,2025-01-20,11:00
1515,49,106,205,301,2025-06-23,15:00
1516,87,125,201,302,2025-03-31,10:00
1517,15,142,203,303,2025-08-18,13:00
1518,56,157,205,304,2025-05-12,16:00
1519,83,172,204,305,2025-02-16,10:30
1520,29,187,201,306,2025-07-21,14:00
1521,75,109,203,301,2025-04-26,17:00
1522,96,122,205,302,2025-01-30,11:00
1523,50,137,201,303,2025-06-24,14:00
1524,36,152,203,304,2025-03-16,10:00
1525,84,168,205,305,2025-08-11,12:00
1526,92,185,204,306,2025-05-09,15:00
1527,6,112,201,301,2025-02-04,09:30
1528,23,130,203,302,2025-09-09,13:00
1529,48,140,205,303,2025-06-01,16:00
1530,1,154,201,304,2025-03-27,10:00
1531,80,165,203,305,2025-08-22,12:30
1532,58,181,205,306,2025-05-15,15:00
1533,46,107,204,301,2025-02-24,11:00
1534,63,116,201,302,2025-09-18,14:00
1535,91,139,203,303,2025-06-04,10:00
1536,14,159,205,304,2025-03-29,16:30
1537,77,174,201,305,2025-08-25,11:00
1538,99,188,203,306,2025-05-10,13:00
1539,27,102,205,301,2025-02-15,15:00
1540,59,127,204,302,2025-07-23,10:30
1541,7,133,201,303,2025-04-20,14:00
1542,30,150,203,304,2025-01-08,16:00
1543,82,166,205,305,2025-06-26,17:00
1544,45,182,201,306,2025-03-04,09:30
1545,54,105,203,301,2025-08-29,13:00
1546,2,119,205,301,2025-05-24,15:00
1547,94,141,204,303,2025-02-09,10:00
1548,65,156,201,304,2025-07-17,14:00
1549,88,173,203,305,2025-04-22,16:00
1550,17,189,205,306,2025-01-22,11:00
1551,3,109,204,301,2025-06-18,14:30
1552,41,124,201,302,2025-03-27,10:00
1553,76,144,203,303,2025-08-16,12:00
1554,57,159,205,304,2025-05-13,15:00
1555,20,175,201,305,2025-02-10,17:00
1556,90,186,203,306,2025-07-25,10:00
1557,35,110,205,301,2025-04-12,13:00
1558,86,122,204,302,2025-01-25,16:00
1559,13,137,201,303,2025-06-21,11:30
1560,97,153,203,304,2025-03-06,14:00
1561,68,169,205,305,2025-08-01,16:00
1562,55,184,201,306,2025-05-20,09:30
1563,81,103,203,301,2025-02-28,12:00
1564,34,128,205,302,2025-07-10,14:00
1565,93,141,204,303,2025-04-03,17:00
1566,70,157,201,304,2025-01-20,11:00
1567,44,170,203,305,2025-06-12,13:00
1568,16,188,205,306,2025-03-01,15:00
1569,8,104,201,301,2025-08-26,09:00
1570,53,126,203,302,2025-05-11,10:00
1571,21,139,205,303,2025-02-06,14:30
1572,79,161,201,305,2025-07-06,11:00
1573,22,176,203,306,2025-04-09,14:00
1574,43,189,205,306,2025-01-18,17:00
1575,66,101,201,301,2025-08-24,10:00
1576,7,121,203,302,2025-05-11,12:00
1577,98,136,205,303,2025-02-08,14:30
1578,11,150,204,304,2025-07-28,10:00
1579,8,166,201,305,2025-04-14,16:00
1580,32,183,203,306,2025-01-20,11:00
1581,49,106,205,301,2025-06-23,15:00
1582,87,125,201,302,2025-03-31,10:00
1583,15,142,203,303,2025-08-18,13:00
1584,56,157,205,304,2025-05-12,16:00
1585,83,172,204,305,2025-02-16,10:30
1586,29,187,201,306,2025-07-21,14:00
1587,75,109,203,301,2025-04-26,17:00
1588,96,122,205,302,2025-01-30,11:00
1589,50,137,201,303,2025-06-24,14:00
1590,36,152,203,304,2025-03-16,10:00
1591,84,168,205,305,2025-08-11,12:00
1592,92,185,204,306,2025-05-09,15:00
1593,6,112,201,301,2025-02-04,09:30
1594,23,130,203,302,2025-09-09,13:00
1595,48,140,205,303,2025-06-01,16:00
1596,1,154,201,304,2025-03-27,10:00
1597,80,165,203,305,2025-08-22,12:30
1598,58,181,205,306,2025-05-15,15:00
1599,46,107,204,301,2025-02-24,11:00
1600,63,116,201,302,2025-09-18,14:00
1601,91,139,203,303,2025-06-04,10:00
1602,14,159,205,304,2025-03-29,16:30
1603,77,174,201,305,2025-08-25,11:00
1604,99,188,203,306,2025-05-10,13:00
1605,27,102,205,301,2025-02-15,15:00
1606,59,127,204,302,2025-07-23,10:30
1607,7,133,201,303,2025-04-20,14:00
1608,30,150,203,304,2025-01-08,16:00
1609,82,166,205,305,2025-06-26,17:00
1610,45,182,201,306,2025-03-04,09:30
1611,54,105,203,301,2025-08-29,13:00
1612,2,119,205,301,2025-05-24,15:00
1613,94,141,204,303,2025-02-09,10:00
1614,65,156,201,304,2025-07-17,14:00
1615,88,173,203,305,2025-04-22,16:00
1616,17,189,205,306,2025-01-22,11:00
1617,3,109,204,301,2025-06-18,14:30
1618,41,124,201,302,2025-03-27,10:00
1619,76,144,203,303,2025-08-16,12:00
1620,57,159,205,304,2025-05-13,15:00
1621,20,175,201,305,2025-02-10,17:00
1622,90,186,203,306,2025-07-25,10:00
1623,35,110,205,301,2025-04-12,13:00
1624,86,122,204,302,2025-01-25,16:00
1625,13,137,201,303,2025-06-21,11:30
1626,97,153,203,304,2025-03-06,14:00
1627,68,169,205,305,2025-08-01,16:00
1628,55,184,201,306,2025-05-20,09:30
1629,81,103,203,301,2025-02-28,12:00
1630,34,128,205,302,2025-07-10,14:00
1631,93,141,204,303,2025-04-03,17:00
1632,70,157,201,304,2025-01-20,11:00
